bfs_nr,municipality,canton,bfs_municipality_type_2012_25,electric_car_share,electric_car_count,electric_car_share_last_change,electric_car_charging_spot_count,electric_cars_per_charging_spot,electric_car_charging_spot_last_change,solar_potential_usage,solar_power_installed_kwp,solar_potential_usage_last_change,renewable_heating_share,renewable_heating_count,non_renewable_heating_count,no_heating_count,renewable_heating_share_coverage,renewable_heating_share_last_change,elec_consumption_mwh_per_year_per_capita,elec_consumption_households_mwh_per_year_per_capita,elec_consumption_mwh_per_year,elec_consumption_households_mwh_per_year,elec_consumption_date_from,elec_consumption_date_until,renelec_production_mwh_per_year_per_capita,renelec_production_mwh_per_year,renelec_production_water_mwh_per_year,renelec_production_solar_mwh_per_year,renelec_production_wind_mwh_per_year,renelec_production_biomass_mwh_per_year,renelec_production_waste_mwh_per_year,renelec_production_date_from,renelec_production_date_until
944,Uetendorf,BE,216,0.03099,123,2024-09-30,2,61.5,2024-10-21,0.074689,4938,2024-10-07,0.465314,711,817,847,0.888847,2024-10-17,5.7861,2.2784,33793,13307,2023-09-01,2024-08-31,0.8784,5130,0,3813,0,1317,0,2023-10-01,2024-09-30
945,Unterlangenegg,BE,235,0.016129,9,2024-09-30,2,4.5,2024-10-21,0.089077,1260,2024-10-07,0.642173,201,112,275,0.857143,2023-12-22,4.1844,2.3169,4766,2639,2023-09-01,2024-08-31,0.8586,978,0,978,0,0,0,2023-10-01,2024-09-30
946,Wachseldorn,BE,235,0.00823,4,2024-09-30,0,,2024-10-21,0.022627,103,2024-04-15,0.743243,55,19,127,0.930556,2022-12-31,5.1969,3.0907,1135,675,2023-09-01,2024-08-31,0.4121,90,0,90,0,0,0,2023-10-01,2024-09-30
948,Forst-Längenbühl,BE,227,0.023622,12,2024-09-30,0,,2024-10-21,0.070564,676,2024-10-07,0.580488,119,86,265,0.925197,2023-12-20,4.0347,2.4563,3093,1883,2023-09-01,2024-08-31,0.707,542,0,542,0,0,0,2023-10-01,2024-09-30
951,Affoltern im Emmental,BE,327,0.018868,21,2024-09-30,2,10.5,2024-10-21,0.086077,1791,2024-06-03,0.593583,222,152,340,0.837046,2024-07-09,5.4939,2.8108,6708,3432,2023-09-01,2024-08-31,1.1916,1455,8,1447,0,0,0,2023-10-01,2024-09-30
952,Dürrenroth,BE,325,0.020934,13,2024-09-30,0,,2024-10-21,0.11351,2424,2024-10-07,0.680519,262,123,383,0.860987,2024-08-07,6.2551,3.7163,6778,4027,2023-09-01,2024-08-31,1.7903,1940,7,1934,0,0,0,2023-10-01,2024-09-30
953,Eriswil,BE,325,0.026201,24,2024-09-30,0,,2024-10-21,0.101128,1757,2024-10-07,0.620843,280,171,355,0.869471,2024-10-14,4.3301,2.8293,5785,3780,2023-09-01,2024-08-31,1.0195,1362,0,1362,0,0,0,2023-10-01,2024-09-30
954,Huttwil,BE,316,0.027345,93,2024-09-30,3,31.0,2024-10-21,0.142731,9024,2024-10-07,0.491624,675,698,790,0.85124,2024-10-19,7.1534,2.5882,36873,13341,2023-09-01,2024-08-31,1.4372,7408,249,7159,0,0,0,2023-10-01,2024-09-30
955,Lützelflüh,BE,326,0.018512,55,2024-09-30,0,,2024-10-21,0.07293,3975,2024-10-07,0.548027,639,527,1115,0.819914,2024-09-02,4.7877,2.3141,21428,10357,2023-09-01,2024-08-31,1.6744,7494,4298,3196,0,0,0,2023-10-01,2024-09-30
956,Rüegsau,BE,326,0.019784,44,2024-09-30,0,,2024-10-21,0.073806,2501,2024-10-07,0.540313,449,382,647,0.824777,2024-10-16,4.0472,2.2365,13163,7274,2023-09-01,2024-08-31,0.7345,2389,0,1990,0,399,0,2023-10-01,2024-09-30
957,Sumiswald,BE,326,0.029958,100,2024-09-30,0,,2024-10-21,0.078126,5772,2024-10-07,0.728105,1114,416,1455,0.846809,2024-10-14,6.6181,2.4907,33318,12539,2023-09-01,2024-08-31,0.9471,4768,191,4510,0,68,0,2023-10-01,2024-09-30
958,Trachselwald,BE,325,0.01831,13,2024-09-30,0,,2024-10-21,0.060595,978,2024-09-09,0.798271,277,70,453,0.880088,2024-07-17,5.2718,3.4302,4752,3092,2023-09-01,2024-08-31,0.8309,749,0,749,0,0,0,2023-10-01,2024-09-30
959,Walterswil (BE),BE,325,0.009124,5,2024-09-30,0,,2024-10-21,0.073024,775,2024-09-09,0.75,126,42,249,0.89485,2024-06-03,5.3923,3.1635,2804,1645,2023-09-01,2024-08-31,1.1904,619,0,619,0,0,0,2023-10-01,2024-09-30
960,Wyssachen,BE,325,0.054176,48,2024-09-30,0,,2024-10-21,0.133015,2643,2024-08-06,0.593668,225,154,376,0.831498,2024-09-30,7.0424,3.1018,7665,3376,2023-09-01,2024-08-31,1.9166,2086,0,2058,29,0,0,2023-10-01,2024-09-30
971,Attiswil,BE,327,0.036027,37,2024-09-30,0,,2024-10-21,0.076834,1331,2024-09-09,0.317623,155,333,260,0.867749,2024-10-09,3.7568,2.2546,5902,3542,2023-09-01,2024-08-31,0.69,1084,0,1084,0,0,0,2023-10-01,2024-09-30
972,Berken,BE,325,0.0,0,2024-09-30,0,,2024-10-21,0.139152,220,2023-07-03,0.684211,13,6,32,0.75,2023-04-23,10.7917,3.2083,518,154,2023-09-01,2024-08-31,3.5833,172,0,172,0,0,0,2023-10-01,2024-09-30
973,Bettenhausen,BE,325,0.031891,14,2024-09-30,0,,2024-10-21,0.079908,663,2024-10-07,0.400881,91,136,156,0.87643,2024-01-12,3.7596,2.5818,2643,1815,2023-09-01,2024-08-31,0.7681,540,0,540,0,0,0,2023-10-01,2024-09-30
975,Farnern,BE,325,0.019355,3,2024-09-30,0,,2024-10-21,0.123531,410,2024-08-06,0.324074,35,73,96,0.918919,2023-11-30,4.6598,3.4523,1123,832,2023-09-01,2024-08-31,1.4066,339,0,339,0,0,0,2023-10-01,2024-09-30
976,Graben,BE,325,0.052863,12,2024-09-30,0,,2024-10-21,0.116056,532,2024-08-06,0.632075,67,39,101,0.824701,2023-09-01,3.8925,2.8657,1304,960,2023-09-01,2024-08-31,1.2806,429,0,429,0,0,0,2023-10-01,2024-09-30
977,Heimenhausen,BE,327,0.038194,33,2024-09-30,0,,2024-10-21,0.11256,1528,2024-10-07,0.506812,186,181,243,0.856742,2023-10-11,4.0172,2.6899,4803,3216,2023-09-01,2024-08-31,1.2688,1517,0,1219,0,298,0,2023-10-01,2024-09-30
979,Herzogenbuchsee,BE,316,0.034144,153,2024-09-30,7,21.9,2024-10-21,0.123745,7988,2024-10-07,0.288372,496,1224,840,0.848244,2024-05-23,5.6992,1.9581,41813,14366,2023-09-01,2024-08-31,0.8575,6291,18,6273,0,0,0,2023-10-01,2024-09-30
980,Inkwil,BE,326,0.03252,16,2024-09-30,0,,2024-10-21,0.114977,922,2024-07-08,0.496124,128,130,155,0.882479,2024-04-23,4.5144,2.8454,3300,2080,2023-09-01,2024-08-31,1.0123,740,0,740,0,0,0,2023-10-01,2024-09-30
981,Niederbipp,BE,137,0.023467,88,2024-09-30,0,,2024-10-21,0.098123,8583,2024-10-07,0.348539,489,914,807,0.848369,2024-10-11,7.0602,2.1274,37617,11335,2023-09-01,2024-08-31,1.2357,6584,0,6584,0,0,0,2023-10-01,2024-09-30
982,Niederönz,BE,316,0.035407,37,2024-09-30,0,,2024-10-21,0.112104,1869,2024-10-07,0.348315,155,290,208,0.889646,2024-09-30,6.0134,2.0378,10936,3706,2023-09-01,2024-08-31,0.8985,1634,119,1515,0,0,0,2023-10-01,2024-09-30
983,Oberbipp,BE,326,0.040977,52,2024-09-30,0,,2024-10-21,0.084517,2112,2024-09-09,0.479705,260,282,321,0.876142,2024-08-28,9.2175,2.3292,17104,4322,2023-09-01,2024-08-31,0.9188,1705,19,1686,0,0,0,2023-10-01,2024-09-30
985,Ochlenberg,BE,325,0.011173,2,2024-09-30,0,,2024-10-21,0.042732,560,2024-08-06,0.823256,177,38,235,0.809353,2024-10-21,5.3988,3.4239,2802,1777,2023-09-01,2024-08-31,1.2929,671,0,442,0,230,0,2023-10-01,2024-09-30
987,Rumisberg,BE,325,0.034946,13,2024-09-30,0,,2024-10-21,0.079376,468,2024-01-15,0.386473,80,127,147,0.910026,2024-09-23,3.8848,2.856,2024,1488,2023-09-01,2024-08-31,0.7582,395,0,395,0,0,0,2023-10-01,2024-09-30
988,Seeberg,BE,327,0.024283,33,2024-09-30,0,,2024-10-21,0.085257,2087,2024-10-07,0.563923,322,249,489,0.848,2024-10-01,4.5237,2.9396,7322,4758,2023-09-01,2024-08-31,1.012,1638,0,1638,0,0,0,2023-10-01,2024-09-30
989,Thörigen,BE,326,0.03432,29,2024-09-30,0,,2024-10-21,0.117741,1691,2024-10-07,0.379822,128,209,177,0.844007,2024-02-19,4.7444,2.5596,5772,3114,2023-09-01,2024-08-31,1.0924,1329,0,1329,0,0,0,2023-10-01,2024-09-30
990,Walliswil bei Niederbipp,BE,327,0.046512,8,2024-09-30,0,,2024-10-21,0.028073,95,2024-04-15,0.519481,40,37,83,0.874317,2024-06-07,5.5779,3.0437,1303,711,2023-09-01,2024-08-31,0.3168,74,0,74,0,0,0,2023-10-01,2024-09-30
991,Walliswil bei Wangen,BE,327,0.025172,11,2024-09-30,0,,2024-10-21,0.06882,537,2024-09-09,0.461883,103,120,172,0.854978,2024-10-10,3.592,2.7562,2222,1705,2023-09-01,2024-08-31,0.6676,413,0,413,0,0,0,2023-10-01,2024-09-30
992,Wangen an der Aare,BE,327,0.025776,49,2024-09-30,0,,2024-10-21,0.101628,3346,2024-10-07,0.41689,311,435,476,0.836413,2024-09-12,4.6029,2.4469,13006,6914,2023-09-01,2024-08-31,0.9343,2640,0,2640,0,0,0,2023-10-01,2024-09-30
995,Wiedlisbach,BE,327,0.032705,59,2024-09-30,1,59.0,2024-10-21,0.075443,2403,2024-10-07,0.339411,242,471,423,0.888889,2024-10-21,5.8245,2.3269,15357,6135,2023-09-01,2024-08-31,0.7366,1942,29,1913,0,0,0,2023-10-01,2024-09-30
1001,Doppleschwand,LU,325,0.016636,9,2024-09-30,0,,2024-10-21,0.112512,928,2024-08-06,0.652381,137,73,195,0.955189,2024-09-17,3.7677,2.3423,3082,1916,2023-09-01,2024-08-31,1.0526,861,0,660,0,201,0,2023-10-01,2024-09-30
1002,Entlebuch,LU,327,0.014029,32,2024-09-30,2,16.0,2024-10-21,0.13804,6276,2024-10-28,0.657205,602,314,1034,0.868597,2024-09-29,5.1427,2.3392,16757,7622,2023-09-01,2024-08-31,3.2316,10530,0,4494,5045,992,0,2023-10-01,2024-09-30
1004,Flühli,LU,338,0.02005,24,2024-09-30,4,6.0,2024-10-21,0.112385,4117,2024-10-07,0.42608,513,691,1040,0.968912,2024-10-07,12.8197,6.8279,21755,11587,2023-09-01,2024-08-31,5.9493,10096,7184,2912,0,0,0,2023-10-01,2024-09-30
1005,Hasle (LU),LU,326,0.01072,14,2024-09-30,0,,2024-10-21,0.106543,2646,2024-10-28,0.677656,370,176,655,0.970113,2024-09-29,5.8787,2.8317,10129,4879,2023-09-01,2024-08-31,1.6616,2863,919,1944,0,0,0,2023-10-01,2024-09-30
1007,Romoos,LU,335,0.00554,2,2024-09-30,0,,2024-10-21,0.108836,1334,2024-10-07,0.884259,191,25,423,0.946667,2024-10-16,5.5929,2.8125,3490,1755,2023-09-01,2024-08-31,1.5321,956,0,956,0,0,0,2023-10-01,2024-09-30
1008,Schüpfheim,LU,317,0.019436,51,2024-09-30,2,25.5,2024-10-21,0.12862,6707,2024-10-07,0.643885,716,396,1189,0.970477,2024-10-03,5.9655,2.4977,25616,10725,2023-09-01,2024-08-31,1.1509,4942,124,4794,24,0,0,2023-10-01,2024-09-30
1009,Werthenstein,LU,326,0.023513,34,2024-09-30,3,11.3,2024-10-21,0.152928,4716,2024-10-07,0.676357,349,167,601,0.937867,2024-08-19,9.8959,2.016,21682,4417,2023-09-01,2024-08-31,1.4801,3243,90,3153,0,0,0,2023-10-01,2024-09-30
1010,Escholzmatt-Marbach,LU,335,0.016314,47,2024-09-30,1,47.0,2024-10-21,0.103515,6547,2024-10-07,0.726401,985,371,2000,0.945618,2024-10-03,7.9205,2.6466,35140,11742,2023-09-01,2024-08-31,1.5744,6985,245,4658,0,2082,0,2023-10-01,2024-09-30
1021,Aesch (LU),LU,326,0.047822,56,2024-09-30,2,28.0,2024-10-21,0.114823,2131,2024-10-07,0.654354,248,131,284,0.910714,2024-09-30,5.8074,2.8017,8142,3928,2023-09-01,2024-08-31,1.0806,1515,0,1515,0,0,0,2023-10-01,2024-09-30
1023,Ballwil,LU,227,0.04226,86,2024-09-30,0,,2024-10-21,0.115417,3723,2024-10-07,0.592661,323,222,437,0.917757,2024-09-25,4.6718,2.0317,12240,5323,2023-09-01,2024-08-31,1.0439,2735,0,2684,0,52,0,2023-10-01,2024-09-30
1024,Emmen,LU,122,0.02951,511,2024-09-30,37,13.8,2024-10-21,0.108962,20316,2024-10-07,0.311555,1030,2276,2115,0.940166,2024-10-22,5.9563,1.4457,189977,46110,2023-09-01,2024-08-31,1.192,38020,21878,13710,0,2432,0,2023-10-01,2024-09-30
1025,Ermensee,LU,326,0.051813,40,2024-09-30,1,40.0,2024-10-21,0.125431,1711,2024-09-09,0.647727,171,93,247,0.939338,2024-07-03,4.607,2.7165,4713,2779,2023-09-01,2024-08-31,3.1241,3196,9,1232,0,1955,0,2023-10-01,2024-09-30
1026,Eschenbach (LU),LU,226,0.0357,89,2024-09-30,4,22.3,2024-10-21,0.1415,5334,2024-10-07,0.583931,407,290,657,0.947516,2024-10-18,4.929,2.0325,19095,7874,2023-09-01,2024-08-31,1.0026,3884,0,3884,0,0,0,2023-10-01,2024-09-30
1030,Hitzkirch,LU,316,0.034474,129,2024-09-30,4,32.3,2024-10-21,0.110088,8128,2024-10-07,0.633179,958,555,1208,0.943481,2024-09-27,5.4757,2.3947,33325,14574,2023-09-01,2024-08-31,1.0071,6129,0,5962,0,167,0,2023-10-01,2024-09-30
1031,Hochdorf,LU,316,0.042378,268,2024-09-30,10,26.8,2024-10-21,0.135612,11528,2024-10-07,0.462534,679,789,937,0.949467,2024-10-21,5.4554,1.676,54246,16665,2023-09-01,2024-08-31,0.8459,8411,0,8151,0,260,0,2023-10-01,2024-09-30
1032,Hohenrain,LU,327,0.038666,51,2024-09-30,0,,2024-10-21,0.139379,5948,2024-10-07,0.592537,397,273,836,0.961686,2024-10-23,4.9031,2.611,11988,6384,2023-09-01,2024-08-31,2.3378,5716,48,4386,0,1283,0,2023-10-01,2024-09-30
1033,Inwil,LU,226,0.039798,79,2024-09-30,8,9.9,2024-10-21,0.138581,4968,2024-10-07,0.560327,274,215,482,0.949169,2024-09-11,7.9055,2.4061,23998,7304,2023-09-01,2024-08-31,1.5954,4843,0,3431,0,1412,0,2023-10-01,2024-09-30
1037,Rain,LU,227,0.047206,98,2024-09-30,2,49.0,2024-10-21,0.14832,4623,2024-10-07,0.564972,300,231,433,0.934109,2023-11-10,4.3484,2.1796,13361,6697,2023-09-01,2024-08-31,1.0773,3310,0,3310,0,0,0,2023-10-01,2024-09-30
1039,Römerswil,LU,325,0.041332,36,2024-09-30,0,,2024-10-21,0.121767,3710,2024-10-07,0.687783,304,138,635,0.973779,2024-10-15,5.2698,2.3205,9277,4085,2023-09-01,2024-08-31,1.4508,2554,0,2554,0,0,0,2023-10-01,2024-09-30
1040,Rothenburg,LU,122,0.058206,316,2024-09-30,10,31.6,2024-10-21,0.153219,12087,2024-10-07,0.513361,730,692,1183,0.957369,2024-10-10,6.1321,1.9081,48934,15227,2023-09-01,2024-08-31,1.0799,8618,0,8618,0,0,0,2023-10-01,2024-09-30
1041,Schongau,LU,325,0.066998,54,2024-09-30,6,9.0,2024-10-21,0.130295,2725,2024-10-07,0.846667,254,46,358,0.944046,2024-10-10,5.0286,2.7628,5444,2991,2023-09-01,2024-08-31,1.889,2045,0,2045,0,0,0,2023-10-01,2024-09-30
1051,Adligenswil,LU,123,0.045108,136,2024-09-30,3,45.3,2024-10-21,0.092823,3174,2024-10-07,0.471208,581,652,648,0.980198,2024-09-25,4.0794,2.4501,22684,13624,2023-09-01,2024-08-31,0.4131,2297,0,2297,0,0,0,2023-10-01,2024-09-30
1052,Buchrain,LU,123,0.040984,155,2024-09-30,0,,2024-10-21,0.203521,8242,2024-10-07,0.651934,708,378,546,0.958309,2024-07-08,3.9337,1.7438,26791,11876,2023-09-01,2024-08-31,2.1052,14338,8559,5779,0,0,0,2023-10-01,2024-09-30
1053,Dierikon,LU,122,0.036973,43,2024-09-30,1,43.0,2024-10-21,0.099288,1855,2024-10-07,0.416268,87,122,206,0.922222,2024-10-03,9.7727,1.9385,16379,3249,2023-09-01,2024-08-31,0.7607,1275,0,1275,0,0,0,2023-10-01,2024-09-30
1054,Ebikon,LU,122,0.039603,307,2024-09-30,2,153.5,2024-10-21,0.101859,7513,2024-10-07,0.222857,429,1496,1050,0.936123,2024-09-16,4.2726,1.6662,63641,24818,2023-09-01,2024-08-31,0.3486,5193,0,5193,0,0,0,2023-10-01,2024-09-30
1055,Gisikon,LU,216,0.045494,53,2024-09-30,0,,2024-10-21,0.100192,836,2024-10-07,0.408907,101,146,133,0.915663,2023-12-14,4.1701,2.3834,6241,3567,2023-09-01,2024-08-31,0.3956,592,0,592,0,0,0,2023-10-01,2024-09-30
1056,Greppen,LU,237,0.042524,31,2024-09-30,0,,2024-10-21,0.127917,751,2024-10-07,0.621818,171,104,208,0.873418,2024-03-25,3.5377,2.2996,4369,2840,2023-09-01,2024-08-31,0.4121,509,0,509,0,0,0,2023-10-01,2024-09-30
1057,Honau,LU,217,0.042821,17,2024-09-30,0,,2024-10-21,0.230666,859,2024-05-13,0.543103,63,53,74,0.954774,2024-05-22,4.1062,2.4693,2343,1409,2023-09-01,2024-08-31,1.0778,615,0,615,0,0,0,2023-10-01,2024-09-30
1058,Horw,LU,123,0.051562,368,2024-09-30,12,30.7,2024-10-21,0.116546,7439,2024-10-07,0.437181,943,1214,1402,0.967909,2024-10-03,3.6711,1.8683,56939,28978,2023-09-01,2024-08-31,0.3264,5063,0,5063,0,0,0,2023-10-01,2024-09-30
1059,Kriens,LU,123,0.037646,497,2024-09-30,47,10.6,2024-10-21,0.080766,9803,2024-10-07,0.257058,865,2500,1919,0.95968,2024-10-21,3.4536,1.4342,102755,42671,2023-09-01,2024-08-31,0.4805,14297,7675,6622,0,0,0,2023-10-01,2024-09-30
1061,Luzern,LU,121,0.048541,1748,2024-09-30,81,21.6,2024-10-21,0.060257,17798,2024-10-07,0.148701,1236,7076,3295,0.965641,2024-10-21,5.5766,1.3463,473533,114323,2023-09-01,2024-08-31,0.2429,20625,8553,12072,0,0,0,2023-10-01,2024-09-30
1062,Malters,LU,216,0.031831,142,2024-09-30,3,47.3,2024-10-21,0.173037,11871,2024-10-07,0.638329,886,502,1324,0.958643,2024-09-19,5.1257,2.019,40378,15905,2023-09-01,2024-08-31,2.1945,17287,4906,8020,0,4362,0,2023-10-01,2024-09-30
1063,Meggen,LU,123,0.059364,291,2024-09-30,9,32.3,2024-10-21,0.117159,5534,2024-10-07,0.493594,732,751,877,0.968007,2024-10-22,3.8294,2.3212,30463,18465,2023-09-01,2024-08-31,0.4945,3934,105,3829,0,0,0,2023-10-01,2024-09-30
1064,Meierskappel,LU,236,0.059783,55,2024-09-30,1,55.0,2024-10-21,0.121274,1778,2024-09-09,0.578512,210,153,330,0.937754,2024-06-25,4.6208,2.1707,7689,3612,2023-09-01,2024-08-31,0.7602,1265,0,1265,0,0,0,2023-10-01,2024-09-30
1065,Root,LU,216,0.03941,131,2024-09-30,8,16.4,2024-10-21,0.163439,9832,2024-09-09,0.603175,494,325,599,0.94913,2024-10-15,11.3605,1.8486,65057,10586,2023-09-01,2024-08-31,20.2738,116100,8345,6949,0,17920,82887,2023-10-01,2024-09-30
1066,Schwarzenberg,LU,235,0.033972,39,2024-09-30,2,19.5,2024-10-21,0.097582,1776,2024-10-07,0.615905,364,227,619,0.950511,2024-03-11,4.2873,2.444,7887,4496,2023-09-01,2024-08-31,0.6539,1203,0,1203,0,0,0,2023-10-01,2024-09-30
1067,Udligenswil,LU,227,0.050172,73,2024-09-30,0,,2024-10-21,0.100102,1966,2024-10-07,0.534759,300,261,369,0.963731,2024-10-18,3.4716,2.4491,8827,6227,2023-09-01,2024-08-31,0.5616,1428,0,1428,0,0,0,2023-10-01,2024-09-30
1068,Vitznau,LU,327,0.054299,48,2024-09-30,17,2.8,2024-10-21,0.102286,1168,2024-09-09,0.47541,232,256,369,0.946961,2024-10-01,8.7337,4.0206,13118,6039,2023-09-01,2024-08-31,0.6358,955,168,787,0,0,0,2023-10-01,2024-09-30
1069,Weggis,LU,227,0.045939,138,2024-09-30,6,23.0,2024-10-21,0.094823,3700,2024-10-07,0.498487,659,663,894,0.959723,2024-10-15,7.8512,3.2893,36670,15363,2023-09-01,2024-08-31,0.553,2583,48,2415,0,120,0,2023-10-01,2024-09-30
1081,Beromünster,LU,317,0.040686,178,2024-09-30,2,89.0,2024-10-21,0.134995,12502,2024-10-07,0.601004,958,636,1423,0.955351,2024-10-23,5.0399,2.2409,34078,15152,2023-09-01,2024-08-31,1.5328,10364,57,9308,61,938,0,2023-10-01,2024-09-30
1082,Büron,LU,326,0.036741,69,2024-09-30,2,34.5,2024-10-21,0.135144,3697,2024-10-07,0.569745,290,219,379,0.96,2024-10-17,5.3506,1.8828,14985,5273,2023-09-01,2024-08-31,0.9991,2798,89,2709,0,0,0,2023-10-01,2024-09-30
1083,Buttisholz,LU,326,0.039662,94,2024-09-30,0,,2024-10-21,0.254368,12245,2024-10-07,0.686567,506,231,541,0.935578,2024-06-04,5.7137,2.2602,19910,7876,2023-09-01,2024-08-31,5.586,19465,0,9120,0,10346,0,2023-10-01,2024-09-30
1084,Eich,LU,326,0.060122,79,2024-09-30,7,11.3,2024-10-21,0.148933,2651,2024-09-09,0.596618,247,167,282,0.965326,2024-10-09,5.5649,3.1226,9023,5063,2023-09-01,2024-08-31,1.2008,1947,0,1947,0,0,0,2023-10-01,2024-09-30
1085,Geuensee,LU,326,0.035619,67,2024-09-30,0,,2024-10-21,0.120214,2471,2024-09-09,0.641441,356,199,362,0.96628,2024-10-01,4.045,2.0387,11512,5802,2023-09-01,2024-08-31,0.6177,1758,0,1758,0,0,0,2023-10-01,2024-09-30
1086,Grosswangen,LU,326,0.036175,87,2024-09-30,0,,2024-10-21,0.197906,9544,2024-10-07,0.639726,467,263,758,0.959381,2024-10-24,5.2881,2.2155,16980,7114,2023-09-01,2024-08-31,2.1426,6880,0,6880,0,0,0,2023-10-01,2024-09-30
1088,Hildisrieden,LU,227,0.054021,88,2024-09-30,0,,2024-10-21,0.14,3766,2024-10-07,0.592381,311,214,326,0.96267,2024-03-28,4.0738,2.3934,10187,5985,2023-09-01,2024-08-31,1.3405,3352,0,2743,0,609,0,2023-10-01,2024-09-30
1089,Knutwil,LU,326,0.05648,95,2024-09-30,10,9.5,2024-10-21,0.142161,4114,2024-10-07,0.661565,389,199,401,0.947318,2024-10-03,4.8462,2.308,11849,5643,2023-09-01,2024-08-31,1.2016,2938,0,2938,0,0,0,2023-10-01,2024-09-30
1091,Mauensee,LU,327,0.052632,33,2024-09-30,0,,2024-10-21,0.144706,2225,2024-10-07,0.685083,248,114,305,0.947443,2024-01-23,4.0338,2.2269,6396,3531,2023-09-01,2024-08-31,1.7659,2800,0,1624,0,1176,0,2023-10-01,2024-09-30
1093,Neuenkirch,LU,226,0.037487,179,2024-09-30,19,9.4,2024-10-21,0.138517,8846,2024-10-28,0.613824,817,514,1045,0.969796,2024-10-16,4.3071,1.873,31192,13564,2023-09-01,2024-08-31,0.9316,6747,476,6271,0,0,0,2023-10-01,2024-09-30
1094,Nottwil,LU,327,0.035376,86,2024-09-30,0,,2024-10-21,0.17203,6030,2024-10-07,0.638325,503,285,516,0.939481,2024-10-23,4.7395,1.9774,19942,8320,2023-09-01,2024-08-31,1.006,4233,0,4233,0,0,0,2023-10-01,2024-09-30
1095,Oberkirch,LU,137,0.076709,193,2024-09-30,23,8.4,2024-10-21,0.167897,6799,2024-10-28,0.746289,553,188,528,0.982198,2024-10-18,4.7154,1.9207,24749,10081,2023-09-01,2024-08-31,1.3562,7118,0,4819,0,2299,0,2023-10-01,2024-09-30
1097,Rickenbach (LU),LU,326,0.035451,101,2024-09-30,5,20.2,2024-10-21,0.130383,5392,2024-10-07,0.565525,479,368,718,0.946191,2024-10-17,6.4363,2.3352,23576,8554,2023-09-01,2024-08-31,2.3639,8659,0,3897,0,4762,0,2023-10-01,2024-09-30
1098,Ruswil,LU,316,0.043272,182,2024-09-30,4,45.5,2024-10-21,0.22969,20817,2024-10-07,0.610945,815,519,1555,0.925072,2024-10-22,5.3194,2.4369,39752,18211,2023-09-01,2024-08-31,2.2896,17110,0,14854,0,2255,0,2023-10-01,2024-09-30
1099,Schenkon,LU,137,0.057252,135,2024-09-30,13,10.4,2024-10-21,0.123894,3402,2024-10-07,0.600343,350,233,441,0.973384,2024-07-10,5.0515,2.4537,15885,7716,2023-09-01,2024-08-31,0.7877,2477,0,2477,0,0,0,2023-10-01,2024-09-30
1100,Schlierbach,LU,325,0.071865,47,2024-09-30,0,,2024-10-21,0.124144,1523,2024-08-06,0.762295,186,58,219,0.974737,2024-06-04,3.7706,2.2914,3895,2367,2023-09-01,2024-08-31,1.091,1127,0,1127,0,0,0,2023-10-01,2024-09-30
1102,Sempach,LU,326,0.051497,141,2024-09-30,7,20.1,2024-10-21,0.169765,6127,2024-10-28,0.598758,482,323,521,0.954644,2024-07-18,7.4925,2.3658,30809,9728,2023-09-01,2024-08-31,1.1124,4574,0,4372,0,202,0,2023-10-01,2024-09-30
1103,Sursee,LU,137,0.049368,418,2024-09-30,20,20.9,2024-10-21,0.10794,9727,2024-10-28,0.439751,635,809,741,0.929787,2024-10-03,8.7094,2.0028,94070,21632,2023-09-01,2024-08-31,0.6497,7017,238,6779,0,0,0,2023-10-01,2024-09-30
1104,Triengen,LU,316,0.036155,123,2024-09-30,2,61.5,2024-10-21,0.14517,8850,2024-10-07,0.619811,657,403,911,0.950796,2024-10-14,6.9212,2.221,33194,10652,2023-09-01,2024-08-31,1.5897,7624,0,6480,0,1143,0,2023-10-01,2024-09-30
1107,Wolhusen,LU,317,0.027419,87,2024-09-30,1,87.0,2024-10-21,0.200172,6513,2024-10-07,0.527607,430,385,628,0.952475,2024-09-09,5.862,2.1918,26373,9861,2023-09-01,2024-08-31,1.7184,7731,3026,4496,0,208,0,2023-10-01,2024-09-30
1121,Alberswil,LU,327,0.028143,15,2024-09-30,0,,2024-10-21,0.140798,1397,2024-06-03,0.480447,86,93,142,0.927746,2023-05-23,3.8524,1.9103,2672,1325,2023-09-01,2024-08-31,1.6465,1142,124,1018,0,0,0,2023-10-01,2024-09-30
1122,Altbüron,LU,326,0.0625,54,2024-09-30,0,,2024-10-21,0.180846,3010,2024-10-07,0.702509,196,83,277,0.972028,2024-08-16,4.6369,2.121,4827,2208,2023-09-01,2024-08-31,2.1854,2275,20,2255,0,0,0,2023-10-01,2024-09-30
1123,Altishofen,LU,317,0.050612,62,2024-09-30,0,,2024-10-21,0.202697,7351,2024-10-21,0.554245,235,189,552,0.957802,2024-10-02,8.5327,1.9728,17335,4008,2023-09-01,2024-08-31,4.7549,9660,0,5343,0,4317,0,2023-10-01,2024-09-30
1125,Dagmersellen,LU,326,0.034415,141,2024-09-30,1,141.0,2024-10-21,0.183995,13030,2024-10-07,0.493573,576,591,1190,0.940918,2024-09-20,9.1035,1.8511,54244,11030,2023-09-01,2024-08-31,1.6324,9727,0,9464,0,263,0,2023-10-01,2024-09-30
