bfs_nr,municipality,canton,bfs_municipality_type_2012_25,electric_car_share,electric_car_count,electric_car_share_last_change,electric_car_charging_spot_count,electric_cars_per_charging_spot,electric_car_charging_spot_last_change,solar_potential_usage,solar_power_installed_kwp,solar_potential_usage_last_change,renewable_heating_share,renewable_heating_count,non_renewable_heating_count,no_heating_count,renewable_heating_share_coverage,renewable_heating_share_last_change,elec_consumption_mwh_per_year_per_capita,elec_consumption_households_mwh_per_year_per_capita,elec_consumption_mwh_per_year,elec_consumption_households_mwh_per_year,elec_consumption_date_from,elec_consumption_date_until,renelec_production_mwh_per_year_per_capita,renelec_production_mwh_per_year,renelec_production_water_mwh_per_year,renelec_production_solar_mwh_per_year,renelec_production_wind_mwh_per_year,renelec_production_biomass_mwh_per_year,renelec_production_waste_mwh_per_year,renelec_production_date_from,renelec_production_date_until
4039,Remetschwil,AG,226,0.052219,80,2024-09-30,0,,2024-10-21,0.120163,2068,2024-10-07,0.427869,261,349,294,0.970999,2024-10-22,3.9941,2.655,8426,5601,2023-09-01,2024-08-31,1.2438,2624,0,1555,0,1069,0,2023-10-01,2024-09-30
4040,Spreitenbach,AG,112,0.023972,183,2024-09-30,56,3.3,2024-10-21,0.092985,7013,2024-10-07,0.250464,270,808,291,0.778283,2024-10-01,5.018,1.0655,62939,13364,2023-09-01,2024-08-31,0.4136,5187,0,5056,0,132,0,2023-10-01,2024-09-30
4041,Stetten (AG),AG,216,0.034355,65,2024-09-30,0,,2024-10-21,0.126182,2749,2024-10-07,0.425267,239,323,296,0.954394,2024-09-03,6.7011,2.2345,16947,5651,2023-09-01,2024-08-31,0.8023,2029,0,2029,0,0,0,2023-10-01,2024-09-30
4044,Untersiggenthal,AG,123,0.043445,170,2024-09-30,9,18.9,2024-10-21,0.153388,6698,2024-10-07,0.510463,805,772,745,0.980574,2024-10-21,4.6202,1.7561,35155,13362,2023-09-01,2024-08-31,3.8019,28929,24255,4674,0,0,0,2023-10-01,2024-09-30
4045,Wettingen,AG,123,0.036518,401,2024-09-30,11,36.5,2024-10-21,0.061712,5884,2024-10-07,0.190476,644,2737,1452,0.976364,2024-09-26,3.5985,1.656,76342,35132,2023-09-01,2024-08-31,6.6839,141798,137613,4185,0,0,0,2023-10-01,2024-09-30
4046,Wohlenschwil,AG,227,0.050206,61,2024-09-30,1,61.0,2024-10-21,0.132306,1657,2024-10-07,0.617464,297,184,291,0.994845,2024-04-30,3.7237,2.4895,7250,4847,2023-09-01,2024-08-31,0.6061,1180,0,1180,0,0,0,2023-10-01,2024-09-30
4047,Würenlingen,AG,216,0.028051,97,2024-09-30,11,8.8,2024-10-21,0.063551,3285,2024-10-28,0.875786,1114,158,472,0.849489,2024-10-24,13.4401,1.6813,69305,8670,2023-09-01,2024-08-31,0.5083,2621,0,2417,0,204,0,2023-10-01,2024-09-30
4048,Würenlos,AG,113,0.052928,216,2024-09-30,31,7.0,2024-10-21,0.093862,3629,2024-10-07,0.341384,523,1009,705,0.97643,2024-08-28,3.9891,1.9728,27320,13511,2023-09-01,2024-08-31,0.388,2657,0,2657,0,0,0,2023-10-01,2024-09-30
4049,Ehrendingen,AG,227,0.039728,111,2024-09-30,0,,2024-10-21,0.077152,2177,2024-10-07,0.337209,377,741,564,0.983626,2024-03-07,3.0075,1.8447,14523,8908,2023-09-01,2024-08-31,0.327,1579,0,1579,0,0,0,2023-10-01,2024-09-30
4061,Arni (AG),AG,227,0.053024,64,2024-09-30,0,,2024-10-21,0.066022,860,2024-10-07,0.396518,205,312,252,0.980867,2024-10-10,3.4328,2.1006,6545,4005,2023-09-01,2024-08-31,0.3278,625,0,625,0,0,0,2023-10-01,2024-09-30
4062,Berikon,AG,113,0.038879,111,2024-09-30,5,22.2,2024-10-21,0.054738,1544,2024-10-07,0.268293,253,690,441,0.985755,2024-10-21,3.5882,1.8682,17697,9214,2023-09-01,2024-08-31,0.2372,1170,0,1170,0,0,0,2023-10-01,2024-09-30
4063,Bremgarten (AG),AG,112,0.045299,251,2024-09-30,16,15.7,2024-10-21,0.084559,5581,2024-10-07,0.550254,865,707,905,0.965316,2024-10-02,4.7525,1.9564,43175,17773,2023-09-01,2024-08-31,13.3929,121669,117158,4052,0,459,0,2023-10-01,2024-09-30
4064,Büttikon,AG,226,0.048052,37,2024-09-30,0,,2024-10-21,0.190647,1492,2024-09-09,0.315972,91,197,202,0.987903,2023-02-14,2.6766,1.728,3129,2020,2023-09-01,2024-08-31,0.9795,1145,65,1080,0,0,0,2023-10-01,2024-09-30
4065,Dottikon,AG,216,0.026791,89,2024-09-30,1,89.0,2024-10-21,0.046161,1417,2024-10-07,0.416988,324,453,651,0.78895,2024-10-22,8.3945,2.0286,35153,8495,2023-09-01,2024-08-31,0.3262,1366,81,1285,0,0,0,2023-10-01,2024-09-30
4066,Eggenwil,AG,227,0.05997,40,2024-09-30,0,,2024-10-21,0.05364,504,2024-10-07,0.452555,124,150,159,0.95585,2023-05-08,4.4614,2.8047,4597,2890,2023-09-01,2024-08-31,0.363,374,0,374,0,0,0,2023-10-01,2024-09-30
4067,Fischbach-Göslikon,AG,226,0.05216,64,2024-09-30,0,,2024-10-21,0.097275,1346,2024-10-07,0.402746,176,261,243,0.982659,2024-07-24,4.0617,2.2524,7112,3944,2023-09-01,2024-08-31,0.7105,1244,0,1000,0,244,0,2023-10-01,2024-09-30
4068,Hägglingen,AG,216,0.041157,74,2024-09-30,0,,2024-10-21,0.090226,2197,2024-10-07,0.491436,373,386,554,0.961201,2024-10-16,5.7356,2.3838,14167,5888,2023-09-01,2024-08-31,0.647,1598,0,1598,0,0,0,2023-10-01,2024-09-30
4071,Jonen,AG,226,0.062927,92,2024-09-30,0,,2024-10-21,0.093963,1740,2024-09-09,0.605657,364,237,311,0.956978,2023-10-09,4.3458,2.2719,10515,5497,2023-09-01,2024-08-31,0.5327,1289,0,1289,0,0,0,2023-10-01,2024-09-30
4072,Niederwil (AG),AG,227,0.039492,84,2024-09-30,0,,2024-10-21,0.138074,3328,2024-10-07,0.381597,282,457,426,0.913009,2024-09-24,4.4054,2.2413,13617,6928,2023-09-01,2024-08-31,6.4691,19996,0,2425,0,17571,0,2023-10-01,2024-09-30
4073,Oberlunkhofen,AG,227,0.059986,85,2024-09-30,0,,2024-10-21,0.189111,2737,2024-10-07,0.498,249,251,242,0.951282,2024-09-19,3.3685,2.2149,7160,4708,2023-09-01,2024-08-31,0.9663,2054,17,2036,0,0,0,2023-10-01,2024-09-30
4074,Oberwil-Lieli,AG,227,0.057813,101,2024-09-30,0,,2024-10-21,0.081239,1868,2024-10-07,0.513138,332,315,306,0.966531,2024-10-02,3.3486,2.3575,8944,6297,2023-09-01,2024-08-31,0.5193,1387,0,1387,0,0,0,2023-10-01,2024-09-30
4075,Rudolfstetten-Friedlisberg,AG,113,0.038696,108,2024-09-30,5,21.6,2024-10-21,0.073872,1883,2024-10-07,0.256952,231,668,401,0.975976,2024-10-14,3.0293,1.6955,14165,7928,2023-09-01,2024-08-31,0.2941,1375,0,1375,0,0,0,2023-10-01,2024-09-30
4076,Sarmenstorf,AG,326,0.052799,116,2024-09-30,7,16.6,2024-10-21,0.11225,3122,2024-10-07,0.532407,460,404,469,0.963847,2024-09-19,4.0515,2.4517,12754,7718,2023-09-01,2024-08-31,0.7087,2231,0,2231,0,0,0,2023-10-01,2024-09-30
4077,Tägerig,AG,227,0.034995,33,2024-09-30,0,,2024-10-21,0.19583,2198,2024-10-07,0.4375,189,243,293,0.978408,2024-09-26,3.2326,2.43,4962,3730,2023-09-01,2024-08-31,1.0456,1605,0,1605,0,0,0,2023-10-01,2024-09-30
4078,Uezwil,AG,235,0.048969,19,2024-09-30,0,,2024-10-21,0.071642,359,2024-08-06,0.624277,108,65,164,0.98827,2023-01-15,4.334,2.9121,2219,1491,2023-09-01,2024-08-31,0.543,278,0,278,0,0,0,2023-10-01,2024-09-30
4079,Unterlunkhofen,AG,226,0.052402,60,2024-09-30,0,,2024-10-21,0.11661,1296,2024-09-09,0.432065,159,209,234,0.986885,2024-02-01,4.0405,2.3337,6548,3782,2023-09-01,2024-08-31,0.7466,1210,0,980,0,230,0,2023-10-01,2024-09-30
4080,Villmergen,AG,136,0.035744,174,2024-09-30,3,58.0,2024-10-21,0.145129,11816,2024-10-07,0.289301,484,1189,1138,0.921337,2024-10-23,5.8658,1.9043,47745,15500,2023-09-01,2024-08-31,1.0498,8545,0,8545,0,0,0,2023-10-01,2024-09-30
4081,Widen,AG,113,0.049159,111,2024-09-30,8,13.9,2024-10-21,0.085863,2232,2024-10-07,0.317402,259,557,290,0.989267,2024-08-01,3.6782,2.0466,14590,8118,2023-09-01,2024-08-31,0.4135,1640,0,1640,0,0,0,2023-10-01,2024-09-30
4082,Wohlen (AG),AG,137,0.042055,460,2024-09-30,11,41.8,2024-10-21,0.131683,14820,2024-10-07,0.223267,760,2644,1687,0.96916,2024-10-24,4.1325,1.5482,72144,27027,2023-09-01,2024-08-31,0.6634,11582,0,10836,0,746,0,2023-10-01,2024-09-30
4083,Zufikon,AG,113,0.04814,154,2024-09-30,0,,2024-10-21,0.092312,2458,2024-10-07,0.347475,344,646,586,0.981931,2024-10-11,3.5538,2.0171,17160,9740,2023-09-01,2024-08-31,0.3693,1783,0,1783,0,0,0,2023-10-01,2024-09-30
4084,Islisberg,AG,237,0.051345,21,2024-09-30,0,,2024-10-21,0.089081,443,2024-09-09,0.682635,114,53,88,0.980769,2024-08-26,3.3112,2.1789,2439,1605,2023-09-01,2024-08-31,0.4154,306,0,306,0,0,0,2023-10-01,2024-09-30
4091,Auenstein,AG,226,0.043339,54,2024-09-30,0,,2024-10-21,0.084217,1175,2024-10-07,0.476341,302,332,374,0.984375,2024-09-30,4.3816,3.2827,7504,5622,2023-09-01,2024-08-31,128.4199,219932,219049,883,0,0,0,2023-10-01,2024-09-30
4092,Birr,AG,216,0.026546,79,2024-09-30,2,39.5,2024-10-21,0.055554,1981,2024-10-07,0.277254,206,537,399,0.900631,2024-06-27,4.4149,1.5579,20885,7370,2023-09-01,2024-08-31,0.3065,1450,0,1450,0,0,0,2023-10-01,2024-09-30
4093,Birrhard,AG,236,0.053385,41,2024-09-30,4,10.3,2024-10-21,0.163381,1442,2024-10-07,0.412186,115,164,171,0.971922,2024-05-06,4.9585,3.1984,3823,2466,2023-09-01,2024-08-31,1.332,1027,0,1027,0,0,0,2023-10-01,2024-09-30
4095,Brugg,AG,121,0.036867,225,2024-09-30,29,7.8,2024-10-21,0.068455,6030,2024-10-07,0.148177,378,2173,1529,0.972355,2024-01-24,5.9062,1.8818,77673,24747,2023-09-01,2024-08-31,0.3196,4203,0,4203,0,0,0,2023-10-01,2024-09-30
4099,Habsburg,AG,237,0.058824,18,2024-09-30,0,,2024-10-21,0.138279,466,2024-10-07,0.447552,64,79,105,0.988048,2024-10-14,4.0794,3.1851,1715,1339,2023-09-01,2024-08-31,0.9039,380,0,357,0,23,0,2023-10-01,2024-09-30
4100,Hausen (AG),AG,123,0.041768,103,2024-09-30,0,,2024-10-21,0.068964,1431,2024-09-09,0.190231,148,630,332,0.98579,2024-06-18,3.1627,1.7063,12330,6652,2023-09-01,2024-08-31,0.2704,1054,0,1054,0,0,0,2023-10-01,2024-09-30
4104,Lupfig,AG,217,0.038519,103,2024-09-30,9,11.4,2024-10-21,0.086996,3503,2024-10-07,0.33558,249,493,395,0.951464,2024-04-29,7.132,2.1115,24106,7137,2023-09-01,2024-08-31,0.7456,2520,0,2520,0,0,0,2023-10-01,2024-09-30
4105,Mandach,AG,325,0.034483,8,2024-09-30,0,,2024-10-21,0.037616,195,2024-04-15,0.660377,70,36,171,0.985765,2024-05-13,4.5436,3.0378,1563,1045,2023-09-01,2024-08-31,0.4186,144,0,144,0,0,0,2023-10-01,2024-09-30
4106,Mönthal,AG,236,0.03207,11,2024-09-30,0,,2024-10-21,0.049086,255,2024-09-09,0.457516,70,83,153,0.959248,2024-10-03,4.4181,3.199,1754,1270,2023-09-01,2024-08-31,0.4811,191,0,191,0,0,0,2023-10-01,2024-09-30
4107,Mülligen,AG,227,0.028011,20,2024-09-30,0,,2024-10-21,0.149223,1316,2024-10-07,0.363281,93,163,226,0.99177,2024-02-12,3.6431,2.2771,4046,2529,2023-09-01,2024-08-31,0.8797,977,0,977,0,0,0,2023-10-01,2024-09-30
4110,Remigen,AG,236,0.032979,31,2024-09-30,0,,2024-10-21,0.061713,686,2024-10-07,0.564972,200,154,272,0.981191,2024-10-15,3.9381,2.6846,5793,3949,2023-09-01,2024-08-31,0.3453,508,0,508,0,0,0,2023-10-01,2024-09-30
4111,Riniken,AG,227,0.023569,21,2024-09-30,0,,2024-10-21,0.056105,579,2024-10-07,0.6,192,128,214,0.834375,2024-03-29,2.7502,1.9078,4303,2985,2023-09-01,2024-08-31,0.2665,417,0,417,0,0,0,2023-10-01,2024-09-30
4112,Rüfenach,AG,227,0.052721,31,2024-09-30,0,,2024-10-21,0.055213,743,2024-07-08,0.584821,131,93,222,0.869396,2023-08-29,3.4544,2.2897,2957,1960,2023-09-01,2024-08-31,0.6565,562,0,562,0,0,0,2023-10-01,2024-09-30
4117,Thalheim (AG),AG,236,0.044568,32,2024-09-30,0,,2024-10-21,0.063707,709,2024-09-09,0.536508,169,146,297,0.987097,2023-09-14,4.514,2.679,4300,2552,2023-09-01,2024-08-31,0.5627,536,0,536,0,0,0,2023-10-01,2024-09-30
4120,Veltheim (AG),AG,226,0.044118,48,2024-09-30,0,,2024-10-21,0.07577,1304,2024-10-07,0.423404,199,271,356,0.960465,2024-09-01,6.0635,2.9261,9356,4515,2023-09-01,2024-08-31,0.615,949,0,949,0,0,0,2023-10-01,2024-09-30
4121,Villigen,AG,237,0.059432,92,2024-09-30,8,11.5,2024-10-21,0.094241,2571,2024-10-28,0.735152,458,165,519,0.935299,2024-01-16,7.2159,2.3093,15911,5092,2023-09-01,2024-08-31,0.9007,1986,0,1875,0,110,0,2023-10-01,2024-09-30
4122,Villnachern,AG,236,0.036468,38,2024-09-30,2,19.0,2024-10-21,0.069059,766,2024-09-09,0.415133,203,286,303,0.95078,2024-03-23,3.0429,2.2454,5109,3770,2023-09-01,2024-08-31,184.8058,310289,309717,571,0,0,0,2023-10-01,2024-09-30
4123,Windisch,AG,122,0.037288,143,2024-09-30,4,35.8,2024-10-21,0.065067,3027,2024-10-07,0.177928,237,1095,835,0.966117,2024-09-06,3.7401,1.5774,30665,12933,2023-09-01,2024-08-31,1.8516,15181,13052,2129,0,0,0,2023-10-01,2024-09-30
4124,Bözberg,AG,237,0.040984,50,2024-09-30,0,,2024-10-21,0.090529,1951,2024-10-07,0.490534,285,296,486,0.974429,2024-06-05,4.2371,3.2306,7165,5463,2023-09-01,2024-08-31,0.8717,1474,0,1474,0,0,0,2023-10-01,2024-09-30
4125,Schinznach,AG,226,0.040659,74,2024-09-30,2,37.0,2024-10-21,0.104466,3254,2024-09-09,0.453368,350,422,733,0.964126,2024-10-10,6.8066,3.0049,16898,7460,2023-09-01,2024-08-31,2.4829,6164,3744,2419,0,0,0,2023-10-01,2024-09-30
4131,Beinwil am See,AG,137,0.045864,117,2024-09-30,2,58.5,2024-10-21,0.089666,2688,2024-10-07,0.478733,529,576,748,0.988794,2024-10-21,4.711,2.7404,16854,9804,2023-09-01,2024-08-31,0.5328,1906,0,1906,0,0,0,2023-10-01,2024-09-30
4132,Birrwil,AG,327,0.037321,39,2024-09-30,0,,2024-10-21,0.061528,851,2024-10-07,0.516216,191,179,326,0.972067,2024-10-02,4.1233,2.9738,5987,4318,2023-09-01,2024-08-31,0.4614,670,51,619,0,0,0,2023-10-01,2024-09-30
4134,Dürrenäsch,AG,326,0.037512,38,2024-09-30,0,,2024-10-21,0.097813,1892,2024-09-09,0.534368,241,210,270,0.946194,2024-06-06,6.7718,2.5635,9444,3575,2023-09-01,2024-08-31,1.0153,1416,0,1416,0,0,0,2023-10-01,2024-09-30
4135,Gontenschwil,AG,326,0.032797,55,2024-09-30,2,27.5,2024-10-21,0.069481,2306,2024-10-07,0.414141,287,406,747,0.96064,2024-10-21,8.1232,2.9647,17062,6227,2023-09-01,2024-08-31,0.807,1695,0,1695,0,0,0,2023-10-01,2024-09-30
4136,Holziken,AG,217,0.030822,36,2024-09-30,1,36.0,2024-10-21,0.102713,1185,2024-10-07,0.433846,141,184,243,0.984402,2024-02-06,3.1327,1.879,5622,3372,2023-09-01,2024-08-31,0.4948,888,0,888,0,0,0,2023-10-01,2024-09-30
4137,Leimbach (AG),AG,326,0.027027,10,2024-09-30,0,,2024-10-21,0.075201,477,2024-10-07,0.463277,82,95,119,0.954839,2023-12-19,7.5882,2.3605,3999,1244,2023-09-01,2024-08-31,0.6964,367,0,367,0,0,0,2023-10-01,2024-09-30
4138,Leutwil,AG,326,0.039861,23,2024-09-30,0,,2024-10-21,0.098397,945,2024-10-07,0.503876,130,128,250,0.984496,2024-10-10,4.7563,3.0107,3474,2199,2023-09-01,2024-08-31,0.9762,713,0,713,0,0,0,2023-10-01,2024-09-30
4139,Menziken,AG,136,0.029549,133,2024-09-30,9,14.8,2024-10-21,0.053949,3087,2024-10-07,0.340885,632,1222,1235,0.979702,2024-09-30,4.181,2.2263,34002,18106,2023-09-01,2024-08-31,0.2756,2241,0,2241,0,0,0,2023-10-01,2024-09-30
4140,Oberkulm,AG,326,0.017544,34,2024-09-30,2,17.0,2024-10-21,0.067287,1792,2024-09-09,0.430199,302,400,573,0.978511,2024-09-26,5.4212,2.3342,15909,6850,2023-09-01,2024-08-31,0.4621,1356,0,1356,0,0,0,2023-10-01,2024-09-30
4141,Reinach (AG),AG,136,0.021818,133,2024-09-30,8,16.6,2024-10-21,0.103981,7596,2024-09-09,0.291401,549,1335,1249,0.973586,2024-09-30,6.6702,1.9464,63858,18634,2023-09-01,2024-08-31,0.591,5658,0,5658,0,0,0,2023-10-01,2024-09-30
4142,Schlossrued,AG,326,0.035278,26,2024-09-30,0,,2024-10-21,0.062282,785,2024-09-09,0.541379,157,133,327,0.959565,2023-10-24,6.2652,3.3401,5269,2809,2023-09-01,2024-08-31,0.7099,597,0,597,0,0,0,2023-10-01,2024-09-30
4143,Schmiedrued,AG,326,0.021739,21,2024-09-30,0,,2024-10-21,0.054348,958,2024-10-07,0.522892,217,198,469,0.967177,2024-07-05,5.1924,3.6256,5992,4184,2023-09-01,2024-08-31,0.6308,728,0,728,0,0,0,2023-10-01,2024-09-30
4144,Schöftland,AG,217,0.034755,110,2024-09-30,2,55.0,2024-10-21,0.068013,2385,2024-10-07,0.407738,411,597,708,0.964045,2024-10-16,4.6522,2.3486,21324,10765,2023-09-01,2024-08-31,0.4824,2211,293,1746,0,172,0,2023-10-01,2024-09-30
4145,Teufenthal (AG),AG,327,0.012998,16,2024-09-30,0,,2024-10-21,0.037817,578,2024-09-09,0.324272,167,348,358,0.975419,2024-07-09,3.4585,2.3156,6125,4101,2023-09-01,2024-08-31,0.2479,439,0,439,0,0,0,2023-10-01,2024-09-30
4146,Unterkulm,AG,326,0.022497,51,2024-09-30,2,25.5,2024-10-21,0.075894,2287,2024-10-07,0.450771,380,463,632,0.972955,2024-09-02,4.1087,2.1489,15346,8026,2023-09-01,2024-08-31,0.4469,1669,0,1669,0,0,0,2023-10-01,2024-09-30
4147,Zetzwil,AG,327,0.025243,26,2024-09-30,0,,2024-10-21,0.062437,929,2024-10-07,0.547126,238,197,390,0.990396,2024-09-11,4.7565,2.6988,6759,3835,2023-09-01,2024-08-31,0.4947,703,0,703,0,0,0,2023-10-01,2024-09-30
4161,Eiken,AG,226,0.037404,68,2024-09-30,0,,2024-10-21,0.078689,2208,2024-10-07,0.5328,333,292,486,0.837227,2024-05-31,9.7176,2.6746,23983,6601,2023-09-01,2024-08-31,0.6613,1632,0,1632,0,0,0,2023-10-01,2024-09-30
4163,Frick,AG,316,0.050226,189,2024-09-30,14,13.5,2024-10-21,0.103822,5688,2024-10-07,0.461411,556,649,716,0.940284,2024-10-22,7.828,2.5869,45363,14991,2023-09-01,2024-08-31,0.7177,4159,0,4159,0,0,0,2023-10-01,2024-09-30
4164,Gansingen,AG,235,0.044059,33,2024-09-30,0,,2024-10-21,0.057501,785,2024-09-09,0.510029,178,171,315,0.945869,2024-10-15,4.0641,2.8558,4477,3146,2023-09-01,2024-08-31,0.532,586,0,586,0,0,0,2023-10-01,2024-09-30
4165,Gipf-Oberfrick,AG,317,0.053024,128,2024-09-30,0,,2024-10-21,0.110232,3162,2024-10-07,0.584442,571,406,597,0.99056,2024-07-08,4.233,2.8545,16644,11224,2023-09-01,2024-08-31,0.6096,2397,0,2397,0,0,0,2023-10-01,2024-09-30
4169,Kaisten,AG,326,0.050441,103,2024-09-30,2,51.5,2024-10-21,0.053207,1984,2024-10-07,0.556442,488,389,704,0.93495,2024-10-15,7.6698,2.9872,22250,8666,2023-09-01,2024-08-31,1.3912,4036,0,1465,0,2571,0,2023-10-01,2024-09-30
4170,Laufenburg,AG,326,0.04788,140,2024-09-30,0,,2024-10-21,0.156487,6200,2024-10-07,0.426349,411,553,733,0.950168,2024-09-20,6.1849,3.5431,22983,13166,2023-09-01,2024-08-31,182.5277,678273,673996,4276,0,0,0,2023-10-01,2024-09-30
4172,Münchwilen (AG),AG,136,0.042667,32,2024-09-30,0,,2024-10-21,0.050042,590,2024-10-07,0.547038,157,130,206,0.866432,2024-05-24,13.1952,2.6943,14330,2926,2023-09-01,2024-08-31,0.3941,428,0,428,0,0,0,2023-10-01,2024-09-30
4173,Oberhof,AG,325,0.05598,22,2024-09-30,0,,2024-10-21,0.094922,830,2024-10-07,0.646465,128,70,258,0.987013,2024-07-11,4.1943,2.7897,2353,1565,2023-09-01,2024-08-31,1.0606,595,0,595,0,0,0,2023-10-01,2024-09-30
4175,Oeschgen,AG,317,0.043133,38,2024-09-30,1,38.0,2024-10-21,0.154107,1726,2024-10-07,0.583333,210,150,258,0.980952,2024-09-11,4.6634,2.6889,5652,3259,2023-09-01,2024-08-31,1.066,1292,0,1292,0,0,0,2023-10-01,2024-09-30
4176,Schwaderloch,AG,326,0.022544,14,2024-09-30,0,,2024-10-21,0.081822,618,2024-10-07,0.407692,106,154,177,0.968958,2024-09-26,5.5358,3.4038,3978,2446,2023-09-01,2024-08-31,0.5914,425,0,425,0,0,0,2023-10-01,2024-09-30
4177,Sisseln,AG,226,0.040404,48,2024-09-30,7,6.9,2024-10-21,0.107533,2000,2024-09-09,0.721963,309,119,167,0.82296,2024-06-12,18.6007,2.7026,31956,4643,2023-09-01,2024-08-31,27.0669,46501,0,1585,0,44916,0,2023-10-01,2024-09-30
4181,Wittnau,AG,326,0.042094,41,2024-09-30,1,41.0,2024-10-21,0.199664,2853,2024-10-07,0.684337,284,131,376,0.969363,2024-01-22,4.2467,2.6796,6043,3813,2023-09-01,2024-08-31,1.4912,2122,0,2122,0,0,0,2023-10-01,2024-09-30
4182,Wölflinswil,AG,327,0.034868,25,2024-09-30,0,,2024-10-21,0.126213,1873,2024-10-07,0.598746,191,128,309,0.966154,2024-10-10,4.4396,2.8253,4524,2879,2023-09-01,2024-08-31,1.3582,1384,0,1384,0,0,0,2023-10-01,2024-09-30
4183,Zeihen,AG,235,0.044248,40,2024-09-30,0,,2024-10-21,0.098416,1249,2024-10-07,0.640212,242,136,306,0.988439,2024-08-12,4.3042,2.9246,5357,3640,2023-09-01,2024-08-31,0.7472,930,0,930,0,0,0,2023-10-01,2024-09-30
4184,Mettauertal,AG,326,0.044014,75,2024-09-30,2,37.5,2024-10-21,0.080795,2440,2024-10-07,0.576271,408,300,780,0.961862,2024-10-21,5.5952,3.1366,11966,6708,2023-09-01,2024-08-31,0.8136,1740,0,1740,0,0,0,2023-10-01,2024-09-30
4185,Böztal,AG,237,0.041767,87,2024-09-30,2,43.5,2024-10-21,0.092519,3093,2024-10-07,0.526147,493,444,915,0.98406,2023-11-09,4.2466,2.8367,12581,8404,2023-09-01,2024-08-31,0.7892,2338,0,2338,0,0,0,2023-10-01,2024-09-30
4186,Herznach-Ueken,AG,227,0.043354,76,2024-09-30,2,38.0,2024-10-21,0.082469,2043,2024-10-07,0.582895,443,317,555,0.989466,2024-06-24,4.1615,2.8412,10903,7444,2023-09-01,2024-08-31,0.5748,1506,0,1506,0,0,0,2023-10-01,2024-09-30
4191,Ammerswil,AG,237,0.057866,32,2024-09-30,0,,2024-10-21,0.091548,625,2024-10-07,0.54,135,115,141,0.989873,2022-12-07,3.8401,2.527,3132,2061,2023-09-01,2024-08-31,0.5738,468,0,468,0,0,0,2023-10-01,2024-09-30
4192,Boniswil,AG,327,0.039082,46,2024-09-30,0,,2024-10-21,0.069247,934,2024-10-07,0.373444,180,302,291,0.956683,2024-08-30,3.5488,2.3078,6351,4130,2023-09-01,2024-08-31,0.3923,702,0,702,0,0,0,2023-10-01,2024-09-30
4193,Brunegg,AG,227,0.113158,86,2024-09-30,0,,2024-10-21,0.136242,1577,2024-08-06,0.282178,57,145,116,0.952096,2024-06-12,5.8621,2.3083,5229,2059,2023-09-01,2024-08-31,1.2612,1125,0,1125,0,0,0,2023-10-01,2024-09-30
4194,Dintikon,AG,217,0.045246,79,2024-09-30,18,4.4,2024-10-21,0.10079,2475,2024-09-09,0.340385,177,343,277,0.944313,2023-12-31,4.3981,1.7714,10793,4347,2023-09-01,2024-08-31,0.7241,1777,0,1777,0,0,0,2023-10-01,2024-09-30
4195,Egliswil,AG,236,0.033065,37,2024-09-30,0,,2024-10-21,0.10224,1652,2024-10-07,0.453933,202,243,272,0.948413,2024-04-10,5.029,2.3753,7986,3772,2023-09-01,2024-08-31,0.7714,1225,0,1225,0,0,0,2023-10-01,2024-09-30
4196,Fahrwangen,AG,326,0.031339,55,2024-09-30,0,,2024-10-21,0.087008,1685,2024-10-07,0.481775,304,327,327,0.974568,2024-07-18,4.1704,2.2484,10908,5881,2023-09-01,2024-08-31,0.4787,1252,0,1252,0,0,0,2023-10-01,2024-09-30
4197,Hallwil,AG,326,0.021136,16,2024-09-30,2,8.0,2024-10-21,0.152895,1719,2024-09-09,0.404844,117,172,198,0.96627,2024-08-18,4.6542,2.4574,4966,2622,2023-09-01,2024-08-31,1.179,1258,0,1258,0,0,0,2023-10-01,2024-09-30
4198,Hendschiken,AG,227,0.036082,35,2024-09-30,5,7.0,2024-10-21,0.105437,1439,2024-10-07,0.5,190,190,338,0.980874,2024-07-16,4.7175,2.2735,6447,3107,2023-09-01,2024-08-31,0.9996,1366,0,1063,0,303,0,2023-10-01,2024-09-30
4199,Holderbank (AG),AG,137,0.033745,41,2024-09-30,2,20.5,2024-10-21,0.048966,675,2024-10-07,0.306189,94,213,201,0.916968,2024-09-30,4.6072,1.9598,7236,3078,2023-09-01,2024-08-31,0.2967,466,0,466,0,0,0,2023-10-01,2024-09-30
4200,Hunzenschwil,AG,216,0.02577,82,2024-09-30,14,5.9,2024-10-21,0.061506,2279,2024-10-07,0.243902,220,682,428,0.947293,2024-06-28,3.9304,1.6284,17506,7253,2023-09-01,2024-08-31,0.3666,1633,0,1633,0,0,0,2023-10-01,2024-09-30
4201,Lenzburg,AG,137,0.045405,292,2024-09-30,19,15.4,2024-10-21,0.078999,7000,2024-10-07,0.269608,495,1341,1152,0.959846,2024-07-11,6.8304,1.6255,77142,18358,2023-09-01,2024-08-31,0.6719,7589,1392,5055,0,1142,0,2023-10-01,2024-09-30
4202,Meisterschwanden,AG,326,0.062693,162,2024-09-30,2,81.0,2024-10-21,0.07904,2243,2024-10-07,0.518018,460,428,448,0.98091,2024-05-02,5.2118,2.5768,17819,8810,2023-09-01,2024-08-31,0.4797,1640,0,1640,0,0,0,2023-10-01,2024-09-30
